dstport,protocol,tag
5864,udp,sv_P18
55475,udp,sv_P19
9796,udp,sv_P20
64748,udp,sv_P21
48385,tcp,sv_P22
50861,udp,sv_P23
18722,udp,sv_P24
35387,udp,sv_P25
1918,udp,sv_P26
13610,tcp,sv_P27
40954,udp,sv_P28
55588,tcp,sv_P29
64890,udp,sv_P30
35534,tcp,sv_P31
16318,udp,sv_P32
33207,tcp,sv_P33
16452,tcp,sv_P34
20094,tcp,sv_P35
36252,tcp,sv_P36
22285,udp,sv_P37
10848,udp,sv_P38
50910,tcp,sv_P39
32545,tcp,sv_P40
24589,tcp,sv_P41
62092,tcp,sv_P42
18424,udp,sv_P43
45603,tcp,sv_P44
46356,tcp,sv_P45
45276,tcp,sv_P46
15455,tcp,sv_P47
45212,tcp,sv_P48
24857,tcp,sv_P49
58394,udp,sv_P50
10975,tcp,sv_P51
6135,udp,sv_P52
43345,udp,sv_P53
10439,tcp,sv_P54
45335,udp,sv_P55
41729,udp,sv_P56
57712,tcp,sv_P57
19066,udp,sv_P58
42141,tcp,sv_P59
30945,tcp,sv_P60
21076,udp,sv_P61
15103,udp,sv_P62
30801,udp,sv_P63
33876,udp,sv_P64
18261,tcp,sv_P65
49544,tcp,sv_P66
42456,udp,sv_P67
37528,tcp,sv_P68
35880,tcp,sv_P69
41780,udp,sv_P70
40887,udp,sv_P71
4381,tcp,sv_P72
1,tcp,sv_P73
42762,tcp,sv_P74
29303,udp,sv_P75
8364,udp,sv_P76
23615,udp,sv_P77
49615,udp,sv_P78
21876,tcp,sv_P79
11420,udp,sv_P80
30477,tcp,sv_P81
17360,tcp,sv_P82
11529,udp,sv_P83
16836,udp,sv_P84
45134,tcp,sv_P85
62167,udp,sv_P86
17100,udp,sv_P87
8666,udp,sv_P88
21735,udp,sv_P89
6058,udp,sv_P90
37840,tcp,sv_P91
23531,tcp,sv_P92
45496,tcp,sv_P93
55087,udp,sv_P94
11804,udp,sv_P95
64602,udp,sv_P96
58506,tcp,sv_P97
8386,tcp,sv_P98
4667,tcp,sv_P99
14674,udp,sv_P0
5635,udp,sv_P1
977,tcp,sv_P2
13827,udp,sv_P3
10971,udp,sv_P4
53633,udp,sv_P5
7262,tcp,sv_P6
62581,tcp,sv_P7
22837,tcp,sv_P8
56122,udp,sv_P9
22613,udp,sv_P10
29333,udp,sv_P11
29580,tcp,sv_P12
8419,tcp,sv_P13
8882,udp,sv_P14
48537,tcp,sv_P15
65493,tcp,sv_P16
43173,udp,sv_P17
38851,tcp,sv_P18
48926,udp,sv_P19
56942,tcp,sv_P20
6943,tcp,sv_P21
55735,udp,sv_P22
31507,udp,sv_P23
11542,udp,sv_P24
32009,udp,sv_P25
38203,udp,sv_P26
51396,udp,sv_P27
19507,udp,sv_P28
28478,udp,sv_P29
4732,tcp,sv_P30
45282,udp,sv_P31
47974,udp,sv_P32
51997,tcp,sv_P33
35556,udp,sv_P34
29072,udp,sv_P35
55517,udp,sv_P36
37592,tcp,sv_P37
12738,udp,sv_P38
16685,udp,sv_P39
44488,udp,sv_P40
30785,udp,sv_P41
8318,tcp,sv_P42
14481,udp,sv_P43
47683,tcp,sv_P44
39784,tcp,sv_P45
2065,udp,sv_P46
56499,udp,sv_P47
48243,udp,sv_P48
5654,tcp,sv_P49
13093,udp,sv_P50
59767,tcp,sv_P51
25148,tcp,sv_P52
39420,tcp,sv_P53
22013,udp,sv_P54
17927,tcp,sv_P55
60954,udp,sv_P56
48795,udp,sv_P57
46264,udp,sv_P58
25645,tcp,sv_P59
5925,udp,sv_P60
56120,udp,sv_P61
41492,tcp,sv_P62
17462,tcp,sv_P63
62991,udp,sv_P64
25251,udp,sv_P65
20519,udp,sv_P66
15972,tcp,sv_P67
28154,udp,sv_P68
52704,tcp,sv_P69
25198,udp,sv_P70
14264,udp,sv_P71
54926,tcp,sv_P72
55199,tcp,sv_P73
28851,udp,sv_P74
47859,udp,sv_P75
56136,tcp,sv_P76
26894,tcp,sv_P77
2103,tcp,sv_P78
925,udp,sv_P79
48732,udp,sv_P80
19986,tcp,sv_P81
14678,udp,sv_P82
41496,udp,sv_P83
38741,udp,sv_P84
49755,udp,sv_P85
12739,tcp,sv_P86
37856,udp,sv_P87
58096,tcp,sv_P88
7298,udp,sv_P89
28950,tcp,sv_P90
33448,udp,sv_P91
54176,udp,sv_P92
10535,udp,sv_P93
9206,udp,sv_P94
63393,tcp,sv_P95
38815,udp,sv_P96
3666,tcp,sv_P97
26039,udp,sv_P98
44761,udp,sv_P99
23566,tcp,sv_P0
53572,tcp,sv_P1
31043,udp,sv_P2
4363,tcp,sv_P3
20053,tcp,sv_P4
40991,tcp,sv_P5
20060,udp,sv_P6
21902,udp,sv_P7
25754,udp,sv_P8
25345,udp,sv_P9
9065,tcp,sv_P10
5310,udp,sv_P11
62999,tcp,sv_P12
59438,udp,sv_P13
63594,tcp,sv_P14
62186,tcp,sv_P15
12050,tcp,sv_P16
36317,udp,sv_P17
65269,udp,sv_P18
57465,tcp,sv_P19
20072,udp,sv_P20
42400,udp,sv_P21
11099,tcp,sv_P22
21963,udp,sv_P23
15013,udp,sv_P24
18077,udp,sv_P25
37504,tcp,sv_P26
8675,tcp,sv_P27
48288,tcp,sv_P28
36029,udp,sv_P29
6147,tcp,sv_P30
29006,udp,sv_P31
14767,tcp,sv_P32
44099,udp,sv_P33
39794,tcp,sv_P34
54830,udp,sv_P35
4844,udp,sv_P36
3347,tcp,sv_P37
55115,udp,sv_P38
32660,udp,sv_P39
22954,tcp,sv_P40
34405,udp,sv_P41
32819,udp,sv_P42
59947,udp,sv_P43
53581,udp,sv_P44
28229,tcp,sv_P45
14748,udp,sv_P46
3921,tcp,sv_P47
56561,udp,sv_P48
16051,tcp,sv_P49
53353,tcp,sv_P50
2717,udp,sv_P51
33030,tcp,sv_P52
6800,udp,sv_P53
39759,udp,sv_P54
8098,tcp,sv_P55
50629,udp,sv_P56
12113,udp,sv_P57
65009,tcp,sv_P58
12990,tcp,sv_P59
30317,tcp,sv_P60
55500,tcp,sv_P61
1040,udp,sv_P62
50007,tcp,sv_P63
50437,udp,sv_P64
36027,tcp,sv_P65
52966,udp,sv_P66
45302,tcp,sv_P67
3689,udp,sv_P68
15286,udp,sv_P69
32855,tcp,sv_P70
28560,tcp,sv_P71
53972,tcp,sv_P72
39908,tcp,sv_P73
45189,udp,sv_P74
63880,tcp,sv_P75
53484,udp,sv_P76
64324,udp,sv_P77
39657,tcp,sv_P78
62018,udp,sv_P79
48912,udp,sv_P80
46333,tcp,sv_P81
2610,tcp,sv_P82
63284,tcp,sv_P83
51832,udp,sv_P84
21140,tcp,sv_P85
43594,tcp,sv_P86
56251,udp,sv_P87
55697,tcp,sv_P88
4762,tcp,sv_P89
19302,udp,sv_P90
16607,tcp,sv_P91
56406,tcp,sv_P92
37041,tcp,sv_P93
7649,udp,sv_P94
1424,tcp,sv_P95
2016,tcp,sv_P96
19700,udp,sv_P97
31379,udp,sv_P98
23737,udp,sv_P99
47597,udp,sv_P0
5999,tcp,sv_P1
43472,udp,sv_P2
19109,udp,sv_P3
37222,udp,sv_P4
53384,udp,sv_P5
37655,tcp,sv_P6
18181,tcp,sv_P7
19757,tcp,sv_P8
56564,udp,sv_P9
18983,udp,sv_P10
48600,udp,sv_P11
39561,tcp,sv_P12
3561,udp,sv_P13
34392,tcp,sv_P14
23926,udp,sv_P15
17374,udp,sv_P16
59959,tcp,sv_P17
56637,tcp,sv_P18
11970,tcp,sv_P19
63215,tcp,sv_P20
20417,tcp,sv_P21
39166,udp,sv_P22
60099,tcp,sv_P23
64793,udp,sv_P24
36621,tcp,sv_P25
30862,udp,sv_P26
4284,udp,sv_P27
45646,udp,sv_P28
10492,udp,sv_P29
20004,udp,sv_P30
11699,tcp,sv_P31
16194,tcp,sv_P32
14788,tcp,sv_P33
17148,udp,sv_P34
56064,udp,sv_P35
1759,tcp,sv_P36
1690,udp,sv_P37
38036,udp,sv_P38
33026,udp,sv_P39
5471,udp,sv_P40
34813,tcp,sv_P41
45420,udp,sv_P42
26828,tcp,sv_P43
35551,udp,sv_P44
31314,tcp,sv_P45
58650,tcp,sv_P46
26111,tcp,sv_P47
61219,tcp,sv_P48
24633,tcp,sv_P49
6049,udp,sv_P50
43814,tcp,sv_P51
22087,udp,sv_P52
50691,udp,sv_P53
62063,tcp,sv_P54
28605,udp,sv_P55
52861,tcp,sv_P56
51833,udp,sv_P57
38233,tcp,sv_P58
61766,tcp,sv_P59
14280,udp,sv_P60
19457,tcp,sv_P61
8659,tcp,sv_P62
14007,tcp,sv_P63
48220,tcp,sv_P64
41163,udp,sv_P65
5443,tcp,sv_P66
3989,tcp,sv_P67
11713,tcp,sv_P68
53503,tcp,sv_P69
34774,udp,sv_P70
26412,udp,sv_P71
60174,tcp,sv_P72
43628,tcp,sv_P73
10420,udp,sv_P74
18280,udp,sv_P75
65350,udp,sv_P76
40093,tcp,sv_P77
24507,tcp,sv_P78
47393,udp,sv_P79
42754,udp,sv_P80
60330,tcp,sv_P81
3652,tcp,sv_P82
54318,udp,sv_P83
23103,tcp,sv_P84
4041,udp,sv_P85
17268,tcp,sv_P86
18232,udp,sv_P87
63702,udp,sv_P88
883,udp,sv_P89
11756,tcp,sv_P90
9463,udp,sv_P91
17513,udp,sv_P92
24767,tcp,sv_P93
1190,udp,sv_P94
690,udp,sv_P95
22988,udp,sv_P96
40834,udp,sv_P97
53569,udp,sv_P98
41035,udp,sv_P99
64457,tcp,sv_P0
37521,udp,sv_P1
12033,udp,sv_P2
56888,tcp,sv_P3
26564,udp,sv_P4
60968,tcp,sv_P5
8164,udp,sv_P6
32396,udp,sv_P7
39446,udp,sv_P8
45015,tcp,sv_P9
59336,udp,sv_P10
11013,tcp,sv_P11
9848,udp,sv_P12
1113,udp,sv_P13
8538,udp,sv_P14
21873,udp,sv_P15
47838,udp,sv_P16
62553,udp,sv_P17
61892,udp,sv_P18
33787,tcp,sv_P19
2974,udp,sv_P20
29309,udp,sv_P21
37605,udp,sv_P22
58648,tcp,sv_P23
50595,udp,sv_P24
23126,tcp,sv_P25
11160,udp,sv_P26
26652,tcp,sv_P27
14748,tcp,sv_P28
4692,tcp,sv_P29
24725,tcp,sv_P30
34690,tcp,sv_P31
13912,tcp,sv_P32
55136,tcp,sv_P33
63867,tcp,sv_P34
12528,tcp,sv_P35
14643,udp,sv_P36
38649,udp,sv_P37
33433,udp,sv_P38
35835,tcp,sv_P39
61428,tcp,sv_P40
48131,udp,sv_P41
24096,udp,sv_P42
49798,udp,sv_P43
27490,udp,sv_P44
23732,udp,sv_P45
18044,tcp,sv_P46
54403,tcp,sv_P47
59901,tcp,sv_P48
50368,udp,sv_P49
53394,udp,sv_P50
55,udp,sv_P51
34546,udp,sv_P52
8950,udp,sv_P53
14782,tcp,sv_P54
9789,udp,sv_P55
56099,tcp,sv_P56
46879,tcp,sv_P57
50748,tcp,sv_P58
46142,tcp,sv_P59
24588,tcp,sv_P60
1359,tcp,sv_P61
57370,udp,sv_P62
13251,tcp,sv_P63
14192,udp,sv_P64
5503,udp,sv_P65
44985,udp,sv_P66
45003,udp,sv_P67
48029,tcp,sv_P68
62562,tcp,sv_P69
7744,udp,sv_P70
45841,tcp,sv_P71
47394,tcp,sv_P72
54676,tcp,sv_P73
32030,tcp,sv_P74
64035,udp,sv_P75
17674,tcp,sv_P76
41028,tcp,sv_P77
45833,tcp,sv_P78
54446,tcp,sv_P79
969,udp,sv_P80
29055,udp,sv_P81
28606,tcp,sv_P82
20512,udp,sv_P83
6443,udp,sv_P84
7595,tcp,sv_P85
46930,tcp,sv_P86
4907,tcp,sv_P87
42768,udp,sv_P88
27987,tcp,sv_P89
34001,udp,sv_P90
44807,udp,sv_P91
13007,tcp,sv_P92
25657,tcp,sv_P93
5192,udp,sv_P94
5516,udp,sv_P95
45057,tcp,sv_P96
13240,tcp,sv_P97
59965,udp,sv_P98
57689,udp,sv_P99
43725,udp,sv_P0
41328,udp,sv_P1
32036,udp,sv_P2
65211,udp,sv_P3
49847,udp,sv_P4
63799,udp,sv_P5
7606,tcp,sv_P6
50548,udp,sv_P7
64353,udp,sv_P8
6424,udp,sv_P9
8679,tcp,sv_P10
46930,tcp,sv_P11
2905,udp,sv_P12
59898,tcp,sv_P13
2273,tcp,sv_P14
4715,udp,sv_P15
61116,tcp,sv_P16
59330,tcp,sv_P17
362,udp,sv_P18
16105,udp,sv_P19
42715,udp,sv_P20
324,udp,sv_P21
5638,tcp,sv_P22
52599,udp,sv_P23
47754,tcp,sv_P24
30113,tcp,sv_P25
1613,udp,sv_P26
4486,udp,sv_P27
42759,tcp,sv_P28
1050,tcp,sv_P29
4555,tcp,sv_P30
48927,udp,sv_P31
33025,udp,sv_P32
20101,udp,sv_P33
46518,tcp,sv_P34
57544,udp,sv_P35
30794,udp,sv_P36
9672,udp,sv_P37
51742,udp,sv_P38
22067,tcp,sv_P39
62755,udp,sv_P40
49986,udp,sv_P41
36237,tcp,sv_P42
50017,udp,sv_P43
56486,udp,sv_P44
37202,tcp,sv_P45
58648,udp,sv_P46
54010,tcp,sv_P47
56634,udp,sv_P48
36988,udp,sv_P49
2887,tcp,sv_P50
62790,udp,sv_P51
47882,udp,sv_P52
47063,tcp,sv_P53
16093,udp,sv_P54
45718,tcp,sv_P55
7808,udp,sv_P56
4777,udp,sv_P57
5630,tcp,sv_P58
14304,udp,sv_P59
33075,udp,sv_P60
20889,udp,sv_P61
28435,tcp,sv_P62
61435,udp,sv_P63
65298,tcp,sv_P64
62741,tcp,sv_P65
4351,udp,sv_P66
5564,tcp,sv_P67
10712,tcp,sv_P68
10953,udp,sv_P69
5890,tcp,sv_P70
62133,udp,sv_P71
6468,tcp,sv_P72
8363,udp,sv_P73
16938,udp,sv_P74
21188,tcp,sv_P75
41954,udp,sv_P76
39093,tcp,sv_P77
35428,udp,sv_P78
55676,tcp,sv_P79
31494,tcp,sv_P80
64465,tcp,sv_P81
17281,tcp,sv_P82
14567,tcp,sv_P83
64155,udp,sv_P84
818,tcp,sv_P85
2129,tcp,sv_P86
10144,tcp,sv_P87
16396,udp,sv_P88
47172,tcp,sv_P89
59133,udp,sv_P90
13411,udp,sv_P91
48010,tcp,sv_P92
62444,tcp,sv_P93
60634,udp,sv_P94
60712,tcp,sv_P95
16785,tcp,sv_P96
57538,udp,sv_P97
51503,udp,sv_P98
12041,udp,sv_P99
10376,udp,sv_P0
25965,udp,sv_P1
45422,tcp,sv_P2
44140,udp,sv_P3
24532,tcp,sv_P4
56739,tcp,sv_P5
39113,udp,sv_P6
39109,tcp,sv_P7
24762,udp,sv_P8
43094,udp,sv_P9
27231,tcp,sv_P10
12957,udp,sv_P11
23854,udp,sv_P12
33695,udp,sv_P13
60068,udp,sv_P14
32303,tcp,sv_P15
15769,udp,sv_P16
53159,tcp,sv_P17
26259,tcp,sv_P18
1924,udp,sv_P19
51477,tcp,sv_P20
21802,udp,sv_P21
9272,udp,sv_P22
3255,tcp,sv_P23
17552,udp,sv_P24
59405,udp,sv_P25
36039,tcp,sv_P26
55082,tcp,sv_P27
29144,udp,sv_P28
23266,tcp,sv_P29
51666,udp,sv_P30
28400,tcp,sv_P31
31654,udp,sv_P32
43520,tcp,sv_P33
48296,tcp,sv_P34
2246,udp,sv_P35
32741,udp,sv_P36
26524,tcp,sv_P37
34504,udp,sv_P38
19381,udp,sv_P39
19779,udp,sv_P40
4362,udp,sv_P41
55277,tcp,sv_P42
9007,udp,sv_P43
64038,tcp,sv_P44
42177,udp,sv_P45
52261,udp,sv_P46
25626,udp,sv_P47
24284,udp,sv_P48
47182,tcp,sv_P49
50045,udp,sv_P50
53547,tcp,sv_P51
65280,tcp,sv_P52
41306,udp,sv_P53
63899,tcp,sv_P54
13554,tcp,sv_P55
38639,tcp,sv_P56
39265,tcp,sv_P57
33432,tcp,sv_P58
63040,udp,sv_P59
65276,tcp,sv_P60
29662,tcp,sv_P61
14350,tcp,sv_P62
56917,udp,sv_P63
41223,udp,sv_P64
12499,udp,sv_P65
53411,udp,sv_P66
55348,tcp,sv_P67
39731,tcp,sv_P68
24790,udp,sv_P69
13986,udp,sv_P70
6997,tcp,sv_P71
27677,tcp,sv_P72
53051,udp,sv_P73
8558,udp,sv_P74
39373,udp,sv_P75
37708,udp,sv_P76
7533,udp,sv_P77
5737,udp,sv_P78
37602,udp,sv_P79
19483,tcp,sv_P80
58843,udp,sv_P81
59545,tcp,sv_P82
59816,tcp,sv_P83
56293,udp,sv_P84
26567,udp,sv_P85
16132,udp,sv_P86
62621,udp,sv_P87
28663,tcp,sv_P88
53609,tcp,sv_P89
2631,tcp,sv_P90
25118,tcp,sv_P91
21531,udp,sv_P92
3770,tcp,sv_P93
33771,tcp,sv_P94
2967,udp,sv_P95
41466,tcp,sv_P96
23928,tcp,sv_P97
45331,tcp,sv_P98
18435,tcp,sv_P99
620,udp,sv_P0
24973,tcp,sv_P1
16034,tcp,sv_P2
52256,tcp,sv_P3
2461,udp,sv_P4
1516,udp,sv_P5
46432,tcp,sv_P6
38922,udp,sv_P7
45837,tcp,sv_P8
4730,udp,sv_P9
33547,tcp,sv_P10
62618,udp,sv_P11
55068,tcp,sv_P12
63476,udp,sv_P13
7071,udp,sv_P14
53317,udp,sv_P15
57823,tcp,sv_P16
14842,tcp,sv_P17
58603,udp,sv_P18
10958,tcp,sv_P19
22305,udp,sv_P20
46496,udp,sv_P21
28707,udp,sv_P22
1258,tcp,sv_P23
11293,tcp,sv_P24
13587,tcp,sv_P25
22880,tcp,sv_P26
4837,udp,sv_P27
53457,udp,sv_P28
10696,udp,sv_P29
44710,udp,sv_P30
57565,udp,sv_P31
15464,udp,sv_P32
17775,udp,sv_P33
33730,tcp,sv_P34
10969,udp,sv_P35
50185,tcp,sv_P36
23024,udp,sv_P37
24637,udp,sv_P38
26937,tcp,sv_P39
12488,udp,sv_P40
48817,udp,sv_P41
37266,udp,sv_P42
2865,udp,sv_P43
51642,tcp,sv_P44
2832,tcp,sv_P45
50092,udp,sv_P46
29829,tcp,sv_P47
14693,tcp,sv_P48
12034,tcp,sv_P49
15527,tcp,sv_P50
64931,tcp,sv_P51
18852,tcp,sv_P52
36655,udp,sv_P53
12241,tcp,sv_P54
8807,udp,sv_P55
10754,tcp,sv_P56
12508,udp,sv_P57
1487,udp,sv_P58
537,tcp,sv_P59
49679,tcp,sv_P60
242,tcp,sv_P61
21676,tcp,sv_P62
20800,udp,sv_P63
41280,udp,sv_P64
29278,udp,sv_P65
28297,tcp,sv_P66
37786,udp,sv_P67
31139,udp,sv_P68
62528,udp,sv_P69
27220,udp,sv_P70
25248,tcp,sv_P71
47552,tcp,sv_P72
26391,tcp,sv_P73
22810,udp,sv_P74
32600,tcp,sv_P75
63303,tcp,sv_P76
62016,tcp,sv_P77
24019,udp,sv_P78
28075,udp,sv_P79
38125,tcp,sv_P80
36428,tcp,sv_P81
21206,udp,sv_P82
861,tcp,sv_P83
41062,udp,sv_P84
28165,tcp,sv_P85
2730,udp,sv_P86
53700,udp,sv_P87
24274,udp,sv_P88
21872,udp,sv_P89
25488,udp,sv_P90
31688,udp,sv_P91
51992,tcp,sv_P92
54940,tcp,sv_P93
50717,tcp,sv_P94
41818,tcp,sv_P95
13103,tcp,sv_P96
3166,tcp,sv_P97
60829,tcp,sv_P98
11934,tcp,sv_P99
9238,udp,sv_P0
47431,tcp,sv_P1
26159,tcp,sv_P2
41537,tcp,sv_P3
63978,tcp,sv_P4
61350,udp,sv_P5
43519,tcp,sv_P6
44360,udp,sv_P7
42357,udp,sv_P8
58074,udp,sv_P9
18408,udp,sv_P10
37501,udp,sv_P11
227,tcp,sv_P12
32796,udp,sv_P13
32674,udp,sv_P14
59136,udp,sv_P15
178,udp,sv_P16
58354,tcp,sv_P17
1497,udp,sv_P18
64571,tcp,sv_P19
57606,tcp,sv_P20
27429,udp,sv_P21
18648,tcp,sv_P22
35662,udp,sv_P23
26061,tcp,sv_P24
19603,udp,sv_P25
41338,udp,sv_P26
21359,tcp,sv_P27
12282,tcp,sv_P28
44985,tcp,sv_P29
41115,tcp,sv_P30
7382,tcp,sv_P31
47555,tcp,sv_P32
2160,tcp,sv_P33
5340,udp,sv_P34
50517,udp,sv_P35
62392,tcp,sv_P36
36979,tcp,sv_P37
31488,udp,sv_P38
5801,tcp,sv_P39
26596,udp,sv_P40
44607,tcp,sv_P41
49970,tcp,sv_P42
27766,udp,sv_P43
21212,udp,sv_P44
32613,udp,sv_P45
1293,tcp,sv_P46
37388,tcp,sv_P47
29323,udp,sv_P48
62284,udp,sv_P49
62097,udp,sv_P50
1209,udp,sv_P51
62612,udp,sv_P52
34571,tcp,sv_P53
11357,tcp,sv_P54
61209,tcp,sv_P55
19314,udp,sv_P56
11870,udp,sv_P57
39797,udp,sv_P58
53467,tcp,sv_P59
42217,udp,sv_P60
5451,tcp,sv_P61
3489,udp,sv_P62
38827,tcp,sv_P63
49472,udp,sv_P64
43446,tcp,sv_P65
55746,tcp,sv_P66
53309,tcp,sv_P67
45393,udp,sv_P68
25538,tcp,sv_P69
55236,udp,sv_P70
57351,tcp,sv_P71
31969,udp,sv_P72
24724,tcp,sv_P73
25675,udp,sv_P74
1364,udp,sv_P75
53744,tcp,sv_P76
42533,tcp,sv_P77
6974,tcp,sv_P78
8798,tcp,sv_P79
45030,udp,sv_P80
58112,tcp,sv_P81
30465,udp,sv_P82
44442,tcp,sv_P83
61825,udp,sv_P84
37242,udp,sv_P85
47510,udp,sv_P86
28098,tcp,sv_P87
57221,udp,sv_P88
34982,udp,sv_P89
52426,tcp,sv_P90
12887,tcp,sv_P91
64811,udp,sv_P92
52438,tcp,sv_P93
2104,tcp,sv_P94
61227,udp,sv_P95
62596,tcp,sv_P96
4366,udp,sv_P97
33822,tcp,sv_P98
7672,udp,sv_P99
27727,udp,sv_P0
57311,tcp,sv_P1
51157,tcp,sv_P2
39927,udp,sv_P3
14413,udp,sv_P4
14116,udp,sv_P5
45111,udp,sv_P6
26900,tcp,sv_P7
27712,udp,sv_P8
55890,udp,sv_P9
63807,udp,sv_P10
1874,udp,sv_P11
32614,udp,sv_P12
12732,udp,sv_P13
46604,tcp,sv_P14
38473,udp,sv_P15
8502,udp,sv_P16
42194,udp,sv_P17
18308,udp,sv_P18
11567,udp,sv_P19
2316,udp,sv_P20
60609,udp,sv_P21
61001,tcp,sv_P22
23075,tcp,sv_P23
14330,udp,sv_P24
21978,udp,sv_P25
9081,udp,sv_P26
136,tcp,sv_P27
17674,tcp,sv_P28
11113,tcp,sv_P29
44017,udp,sv_P30
63415,tcp,sv_P31
11700,tcp,sv_P32
23995,tcp,sv_P33
46365,tcp,sv_P34
40785,tcp,sv_P35
49054,udp,sv_P36
31712,tcp,sv_P37
39196,tcp,sv_P38
55501,udp,sv_P39
52761,udp,sv_P40
37278,tcp,sv_P41
30945,udp,sv_P42
58588,udp,sv_P43
63420,udp,sv_P44
20498,udp,sv_P45
43221,udp,sv_P46
24469,udp,sv_P47
31140,udp,sv_P48
54323,udp,sv_P49
4375,tcp,sv_P50
31686,tcp,sv_P51
47600,udp,sv_P52
10901,udp,sv_P53
51776,tcp,sv_P54
35325,tcp,sv_P55
62554,tcp,sv_P56
51940,tcp,sv_P57
28183,udp,sv_P58
48189,udp,sv_P59
15971,tcp,sv_P60
11080,tcp,sv_P61
25907,udp,sv_P62
5588,tcp,sv_P63
58309,tcp,sv_P64
7354,tcp,sv_P65
18405,udp,sv_P66
52494,udp,sv_P67
33849,tcp,sv_P68
33011,udp,sv_P69
64475,udp,sv_P70
48370,udp,sv_P71
30022,udp,sv_P72
51671,tcp,sv_P73
39885,tcp,sv_P74
16972,udp,sv_P75
8374,udp,sv_P76
12343,udp,sv_P77
14764,tcp,sv_P78
46602,tcp,sv_P79
1096,udp,sv_P80
60022,tcp,sv_P81
5915,tcp,sv_P82
59603,tcp,sv_P83
22520,udp,sv_P84
23928,udp,sv_P85
35311,tcp,sv_P86
8823,tcp,sv_P87
12970,tcp,sv_P88
35178,udp,sv_P89
33375,udp,sv_P90
52796,udp,sv_P91
5509,udp,sv_P92
6621,tcp,sv_P93
1504,udp,sv_P94
62767,tcp,sv_P95
28627,tcp,sv_P96
45002,tcp,sv_P97
53009,tcp,sv_P98
46266,tcp,sv_P99
63854,tcp,sv_P0
41525,tcp,sv_P1
54568,tcp,sv_P2
16740,tcp,sv_P3
39680,tcp,sv_P4
42,udp,sv_P5
42780,tcp,sv_P6
6738,udp,sv_P7
34037,udp,sv_P8
43137,tcp,sv_P9
65393,udp,sv_P10
46009,tcp,sv_P11
28334,tcp,sv_P12
25680,tcp,sv_P13
57258,udp,sv_P14
7268,tcp,sv_P15
18606,udp,sv_P16
32886,tcp,sv_P17
6085,tcp,sv_P18
6826,udp,sv_P19
59747,tcp,sv_P20
62332,udp,sv_P21
64792,tcp,sv_P22
31155,tcp,sv_P23
2969,tcp,sv_P24
13790,tcp,sv_P25
3570,tcp,sv_P26
33755,udp,sv_P27
56538,tcp,sv_P28
28828,tcp,sv_P29
542,udp,sv_P30
14309,tcp,sv_P31
20780,tcp,sv_P32
58146,udp,sv_P33
4890,udp,sv_P34
21592,tcp,sv_P35
15257,udp,sv_P36
57167,udp,sv_P37
52485,tcp,sv_P38
18583,tcp,sv_P39
49896,tcp,sv_P40
47281,udp,sv_P41
31929,udp,sv_P42
3969,tcp,sv_P43
1076,tcp,sv_P44
16199,tcp,sv_P45
26778,tcp,sv_P46
40202,udp,sv_P47
64682,udp,sv_P48
55711,tcp,sv_P49
22136,tcp,sv_P50
14281,udp,sv_P51
30732,tcp,sv_P52
39387,udp,sv_P53
34773,udp,sv_P54
52766,tcp,sv_P55
56292,tcp,sv_P56
17800,tcp,sv_P57
9582,tcp,sv_P58
63939,tcp,sv_P59
14624,udp,sv_P60
60856,udp,sv_P61
1936,udp,sv_P62
64133,tcp,sv_P63
8308,udp,sv_P64
41393,udp,sv_P65
60017,tcp,sv_P66
63450,tcp,sv_P67
24450,udp,sv_P68
62945,tcp,sv_P69
40035,udp,sv_P70
53037,tcp,sv_P71
56885,tcp,sv_P72
25101,tcp,sv_P73
5867,udp,sv_P74
64131,tcp,sv_P75
16981,udp,sv_P76
40135,udp,sv_P77
63718,tcp,sv_P78
1771,udp,sv_P79
55994,tcp,sv_P80
57259,tcp,sv_P81
55634,udp,sv_P82
37713,udp,sv_P83
41697,tcp,sv_P84
14904,udp,sv_P85
932,udp,sv_P86
40711,udp,sv_P87
50221,tcp,sv_P88
3014,tcp,sv_P89
49105,tcp,sv_P90
23960,udp,sv_P91
61069,udp,sv_P92
47372,udp,sv_P93
5405,tcp,sv_P94
8731,udp,sv_P95
30357,udp,sv_P96
13865,tcp,sv_P97
4092,tcp,sv_P98
5441,udp,sv_P99
25803,tcp,sv_P0
8086,udp,sv_P1
42735,tcp,sv_P2
54057,udp,sv_P3
11102,tcp,sv_P4
56378,tcp,sv_P5
31329,udp,sv_P6
26512,udp,sv_P7
50880,tcp,sv_P8
20608,tcp,sv_P9
34494,udp,sv_P10
39070,tcp,sv_P11
60680,udp,sv_P12
28564,udp,sv_P13
46609,tcp,sv_P14
60853,tcp,sv_P15
44857,tcp,sv_P16
4189,tcp,sv_P17
34708,tcp,sv_P18
10100,tcp,sv_P19
20538,tcp,sv_P20
50866,tcp,sv_P21
27399,udp,sv_P22
45870,tcp,sv_P23
31060,tcp,sv_P24
45029,udp,sv_P25
45022,tcp,sv_P26
5277,udp,sv_P27
13145,udp,sv_P28
44329,tcp,sv_P29
7916,tcp,sv_P30
19956,udp,sv_P31
21381,tcp,sv_P32
37542,tcp,sv_P33
62732,tcp,sv_P34
39352,tcp,sv_P35
39226,tcp,sv_P36
61563,udp,sv_P37
52053,udp,sv_P38
22727,udp,sv_P39
